Subject;RT;Trial;Sex;NativeLanguage;Correct;Word;Frequency;Length;Class
P;6,259581;109;F;Other;correct;orange;6,378426;6;plant
P;6,326149;110;F;Other;correct;swan;4,962845;4;animal
P;6,270988;111;F;Other;correct;apricot;3,828641;7;plant
P;6,326149;112;F;Other;correct;paprika;2,484907;7;plant
P;6,774224;114;F;Other;correct;reindeer;4,043051;8;animal
P;6,278521;115;F;Other;correct;ant;5,347108;3;animal
P;6,276643;117;F;Other;correct;strawberry;4,75359;10;plant
P;6,317165;121;F;Other;correct;dog;7,667626;3;animal
P;6,285998;123;F;Other;correct;frog;5,129899;4;animal
P;6,51323;128;F;Other;correct;olive;5,587249;5;plant
P;6,359574;129;F;Other;correct;wasp;4,682131;4;animal
P;6,498282;131;F;Other;correct;butterfly;5,214936;9;animal
P;6,297109;132;F;Other;correct;lettuce;4,812184;7;plant
P;6,171701;134;F;Other;correct;potato;6,461468;6;plant
P;6,177944;135;F;Other;correct;peanut;4,59512;6;plant
P;6,295266;137;F;Other;correct;banana;5,023881;6;plant
P;6,428105;138;F;Other;correct;bee;5,700444;3;animal
P;6,562444;141;F;Other;correct;blueberry;2,484907;9;plant
P;6,327937;142;F;Other;correct;tomato;5,545177;6;plant
P;6,824374;146;F;Other;correct;walnut;4,49981;6;plant
P;6,364751;147;F;Other;correct;lemon;5,631212;5;plant
P;6,937314;149;F;Other;correct;stork;3,044522;5;animal
P;6,507278;153;F;Other;correct;mouse;5,805135;5;animal
P;6,608001;156;F;Other;correct;asparagus;3,663562;9;plant
P;6,483107;160;F;Other;correct;beaver;3,951244;6;animal
P;6,338594;161;F;Other;correct;chicken;6,59987;7;animal
P;6,318968;162;F;Other;correct;bat;5,918894;3;animal
P;6,364751;164;F;Other;correct;eggplant;1,791759;8;plant
P;6,461468;165;F;Other;correct;squid;3,970292;5;animal
P;6,317165;167;F;Other;correct;monkey;5,783825;6;animal
P;6,452049;168;F;Other;correct;dolphin;4,007333;7;animal
P;6,532334;170;F;Other;correct;woodpecker;2,890372;10;animal
P;6,508769;171;F;Other;correct;cucumber;4,454347;8;plant
P;6,240276;173;F;Other;correct;radish;3,044522;6;plant
P;6,154858;175;F;Other;correct;grape;5,192957;5;plant
P;6,20859;178;F;Other;correct;camel;6,109248;5;animal
R1;6,194405;25;F;English;correct;bee;5,700444;3;animal
R1;6,180017;30;F;English;correct;ant;5,347108;3;animal
R1;6,40688;31;F;English;correct;paprika;2,484907;7;plant
R1;6,276643;32;F;English;correct;monkey;5,783825;6;animal
R1;6,163315;33;F;English;correct;goose;5,267858;5;animal
R1;6,336826;40;F;English;correct;avocado;3,433987;7;plant
R1;6,257668;43;F;English;correct;camel;6,109248;5;animal
R1;6,198479;44;F;English;correct;bunny;3,332205;5;animal
R1;6,133398;45;F;English;correct;spider;4,844187;6;animal
R1;6,180017;46;F;English;correct;fox;5,652489;3;animal
R1;6,161207;47;F;English;correct;blackberry;4,060443;10;plant
R1;5,981414;48;F;English;correct;almond;4,204693;6;plant
R1;6,177944;49;F;English;correct;crocodile;4,615121;9;animal
R1;6,234411;51;F;English;correct;owl;4,859812;3;animal
R1;6,390241;55;F;English;correct;swan;4,962845;4;animal
R1;6,274762;56;F;English;correct;carrot;4,976734;6;plant
R1;6,198479;58;F;English;incorrect;goat;6,228511;4;animal
R1;6,202536;63;F;English;correct;mustard;4,442651;7;plant
R1;6,234411;68;F;English;correct;banana;5,023881;6;plant
R1;6,276643;70;F;English;correct;apricot;3,828641;7;plant
R1;6,115892;71;F;English;incorrect;hedgehog;3,637586;8;animal
R1;6,313548;72;F;English;correct;clove;3,663562;5;plant
R1;6,282267;76;F;English;correct;asparagus;3,663562;9;plant
R1;6,650279;77;F;English;correct;beaver;3,951244;6;animal
R1;6,33328;80;F;English;correct;reindeer;4,043051;8;animal
R1;6,391917;84;F;English;correct;lion;6,098074;4;animal
R1;6,144186;85;F;English;correct;chicken;6,59987;7;animal
R1;6,244167;88;F;English;correct;gherkin;2,079442;7;plant
R1;6,212606;89;F;English;correct;pineapple;3,988984;9;plant
R1;6,514713;93;F;English;correct;magpie;2,995732;6;animal
R1;6,50279;97;F;English;incorrect;gull;4,418841;4;animal
R1;6,289716;100;F;English;correct;cucumber;4,454347;8;plant
R1;6,408529;101;F;English;correct;squirrel;4,70953;8;animal
R1;6,293419;102;F;English;correct;cherry;4,997212;6;plant
R1;6,280396;106;F;English;correct;leek;3,332205;4;plant
R1;6,278521;109;F;English;correct;apple;6,304449;5;plant
R1;6,131226;111;F;English;correct;lettuce;4,812184;7;plant
R1;7,425358;116;F;English;correct;beetroot;3,555348;8;plant
R1;6,44572;118;F;English;correct;potato;6,461468;6;plant
R1;6,633318;123;F;English;correct;vulture;4,248495;7;animal
R1;6,93537;125;F;English;correct;pear;4,727388;4;plant
R1;6,39693;126;F;English;correct;donkey;5,541264;6;animal
R1;6,6995;127;F;English;correct;mole;4,60517;4;animal
R1;6,298949;129;F;English;correct;wasp;4,682131;4;animal
R1;6,315358;130;F;English;correct;walnut;4,49981;6;plant
R1;6,272877;132;F;English;correct;grape;5,192957;5;plant
R1;6,200509;133;F;English;correct;tomato;5,545177;6;plant
R1;6,322565;135;F;English;correct;butterfly;5,214936;9;animal
R1;6,263398;136;F;English;correct;radish;3,044522;6;plant
R1;6,232448;137;F;English;correct;melon;4,127134;5;plant
R1;6,368187;139;F;English;correct;dog;7,667626;3;animal
R1;6,171701;144;F;English;correct;broccoli;2,833213;8;plant
R1;6,562444;145;F;English;correct;bat;5,918894;3;animal
R1;6,335054;146;F;English;correct;pig;6,660575;3;animal
R1;6,228511;148;F;English;correct;mouse;5,805135;5;animal
R1;6,144186;149;F;English;correct;eagle;5,117994;5;animal
R1;6,226537;150;F;English;correct;shark;5,880533;5;animal
R1;6,265301;151;F;English;correct;tortoise;4,624973;8;animal
R1;6,361302;152;F;English;correct;snake;6,120297;5;animal
R1;6,514713;154;F;English;incorrect;stork;3,044522;5;animal
R1;6,297109;155;F;English;correct;squid;3,970292;5;animal
R1;6,280396;157;F;English;correct;horse;7,77191;5;animal
R1;6,52503;158;F;English;correct;cat;7,086738;3;animal
R1;6,173786;159;F;English;correct;peanut;4,59512;6;plant
R1;6,291569;160;F;English;correct;olive;5,587249;5;plant
R1;6,315358;161;F;English;correct;strawberry;4,75359;10;plant
R1;6,287859;162;F;English;correct;whale;5,298317;5;animal
R1;6,165418;165;F;English;correct;sheep;6,577861;5;animal
R1;6,300786;167;F;English;correct;lemon;5,631212;5;plant
R1;6,09131;168;F;English;correct;moose;2,70805;5;animal
R1;6,135565;169;F;English;incorrect;woodpecker;2,890372;10;animal
R1;6,274762;171;F;English;correct;kiwi;3,044522;4;plant
R1;6,302619;174;F;English;correct;eggplant;1,791759;8;plant
R1;6,490724;175;F;English;correct;orange;6,378426;6;plant
R1;6,212606;177;F;English;correct;mushroom;5,537334;8;plant
R1;6,200509;179;F;English;correct;elephant;6,063785;8;animal
R1;6,171701;180;F;English;correct;blueberry;2,484907;9;plant
R1;6,025866;181;F;English;correct;frog;5,129899;4;animal
R1;6,263398;183;F;English;correct;dolphin;4,007333;7;animal
R2;6,410175;24;M;English;correct;whale;5,298317;5;animal
R2;6,423247;25;M;English;correct;banana;5,023881;6;plant
R2;6,510258;26;M;English;correct;woodpecker;2,890372;10;animal
R2;6,349139;27;M;English;correct;shark;5,880533;5;animal
R2;6,51323;29;M;English;correct;hedgehog;3,637586;8;animal
R2;6,398595;30;M;English;correct;snake;6,120297;5;animal
R2;6,410175;31;M;English;correct;strawberry;4,75359;10;plant
R2;6,359574;32;M;English;correct;leek;3,332205;4;plant
R2;6,302619;34;M;English;correct;lemon;5,631212;5;plant
R2;6,669498;36;M;English;correct;camel;6,109248;5;animal
R2;6,447306;37;M;English;correct;dolphin;4,007333;7;animal
R2;6,618739;41;M;English;correct;crocodile;4,615121;9;animal
R2;6,352629;42;M;English;correct;cat;7,086738;3;animal
R2;6,54103;43;M;English;correct;reindeer;4,043051;8;animal
R2;6,287859;44;M;English;correct;donkey;5,541264;6;animal
R2;6,390241;46;M;English;correct;mushroom;5,537334;8;plant
R2;6,405228;47;M;English;correct;elephant;6,063785;8;animal
R2;6,356108;48;M;English;correct;chicken;6,59987;7;animal
R2;6,311735;51;M;English;correct;apricot;3,828641;7;plant
R2;6,315358;54;M;English;correct;bat;5,918894;3;animal
R2;6,393591;57;M;English;correct;beetroot;3,555348;8;plant
R2;6,55108;59;M;English;correct;monkey;5,783825;6;animal
R2;6,582025;62;M;English;correct;swan;4,962845;4;animal
R2;6,642487;63;M;English;correct;orange;6,378426;6;plant
R2;6,927558;66;M;English;correct;blueberry;2,484907;9;plant
R2;6,405228;68;M;English;correct;pig;6,660575;3;animal
R2;6,666957;70;M;English;correct;melon;4,127134;5;plant
R2;6,646391;72;M;English;correct;horse;7,77191;5;animal
R2;6,591674;73;M;English;correct;kiwi;3,044522;4;plant
R2;6,50129;74;M;English;correct;tomato;5,545177;6;plant
R2;6,536692;75;M;English;correct;carrot;4,976734;6;plant
R2;6,434547;76;M;English;correct;sheep;6,577861;5;animal
R2;6,50129;77;M;English;correct;wasp;4,682131;4;animal
R2;6,347389;78;M;English;correct;mustard;4,442651;7;plant
R2;6,461468;87;M;English;correct;moose;2,70805;5;animal
R2;6,565265;94;M;English;correct;spider;4,844187;6;animal
R2;6,416732;97;M;English;correct;radish;3,044522;6;plant
R2;6,352629;98;M;English;correct;cherry;4,997212;6;plant
R2;6,532334;102;M;English;correct;squid;3,970292;5;animal
R2;6,584791;106;M;English;correct;tortoise;4,624973;8;animal
R2;6,398595;110;M;English;correct;pineapple;3,988984;9;plant
R2;6,272877;111;M;English;correct;bee;5,700444;3;animal
R2;6,584791;113;M;English;correct;peanut;4,59512;6;plant
R2;6,385194;114;M;English;correct;ant;5,347108;3;animal
R2;6,408529;115;M;English;correct;pear;4,727388;4;plant
R2;6,72022;117;M;English;correct;walnut;4,49981;6;plant
R2;6,690842;118;M;English;correct;paprika;2,484907;7;plant
R2;6,505784;121;M;English;correct;potato;6,461468;6;plant
R2;6,424869;123;M;English;correct;lion;6,098074;4;animal
R2;6,369901;126;M;English;correct;fox;5,652489;3;animal
R2;6,49224;127;M;English;correct;goat;6,228511;4;animal
R2;6,822197;128;M;English;correct;clove;3,663562;5;plant
R2;6,467699;133;M;English;correct;bunny;3,332205;5;animal
R2;6,238325;134;M;English;correct;olive;5,587249;5;plant
R2;6,378426;136;M;English;correct;owl;4,859812;3;animal
R2;6,461468;137;M;English;correct;squirrel;4,70953;8;animal
R2;6,552508;138;M;English;correct;gull;4,418841;4;animal
R2;6,65544;140;M;English;correct;gherkin;2,079442;7;plant
R2;6,300786;141;M;English;correct;dog;7,667626;3;animal
R2;6,903747;142;M;English;correct;lettuce;4,812184;7;plant
R2;6,605298;143;M;English;correct;vulture;4,248495;7;animal
R2;6,447306;145;M;English;correct;eagle;5,117994;5;animal
R2;6,577861;148;M;English;correct;cucumber;4,454347;8;plant
R2;6,388561;150;M;English;correct;broccoli;2,833213;8;plant
R2;6,39693;152;M;English;correct;beaver;3,951244;6;animal
R2;6,401917;153;M;English;correct;grape;5,192957;5;plant
R2;6,380123;158;M;English;correct;frog;5,129899;4;animal
R2;6,584791;160;M;English;correct;stork;3,044522;5;animal
R2;6,419995;164;M;English;correct;magpie;2,995732;6;animal
R2;6,475433;167;M;English;correct;butterfly;5,214936;9;animal
R2;6,322565;168;M;English;correct;mole;4,60517;4;animal
R2;6,632002;172;M;English;correct;blackberry;4,060443;10;plant
R2;6,284134;173;M;English;correct;eggplant;1,791759;8;plant
R2;6,561031;175;M;English;correct;asparagus;3,663562;9;plant
R2;6,47851;176;M;English;correct;almond;4,204693;6;plant
R2;6,350886;179;M;English;correct;mouse;5,805135;5;animal
R2;6,142037;180;M;English;correct;apple;6,304449;5;plant
R2;6,476972;181;M;English;correct;avocado;3,433987;7;plant
R2;6,331502;184;M;English;correct;goose;5,267858;5;animal
R3;6,799056;25;M;English;correct;camel;6,109248;5;animal
R3;6,345636;26;M;English;correct;lemon;5,631212;5;plant
R3;6,265301;29;M;English;correct;hedgehog;3,637586;8;animal
R3;6,047372;30;M;English;correct;dog;7,667626;3;animal
R3;6,302619;33;M;English;correct;whale;5,298317;5;animal
R3;6,693324;37;M;English;correct;tortoise;4,624973;8;animal
R3;6,693324;43;M;English;correct;mole;4,60517;4;animal
R3;6,835185;44;M;English;correct;vulture;4,248495;7;animal
R3;6,329721;45;M;English;correct;almond;4,204693;6;plant
R3;6,293419;46;M;English;correct;mushroom;5,537334;8;plant
R3;6,345636;47;M;English;correct;lion;6,098074;4;animal
R3;6,329721;48;M;English;correct;reindeer;4,043051;8;animal
R3;6,126869;49;M;English;correct;bunny;3,332205;5;animal
R3;6,473891;51;M;English;correct;squid;3,970292;5;animal
R3;6,635947;52;M;English;correct;mustard;4,442651;7;plant
R3;6,188264;53;M;English;correct;eagle;5,117994;5;animal
R3;6,234411;54;M;English;correct;spider;4,844187;6;animal
R3;6,313548;55;M;English;correct;peanut;4,59512;6;plant
R3;6,212606;56;M;English;correct;goat;6,228511;4;animal
R3;6,591674;60;M;English;correct;olive;5,587249;5;plant
R3;6,687109;62;M;English;correct;butterfly;5,214936;9;animal
R3;6,871091;64;M;English;correct;blueberry;2,484907;9;plant
R3;6,614726;66;M;English;correct;clove;3,663562;5;plant
R3;6,582025;69;M;English;correct;blackberry;4,060443;10;plant
R3;6,533789;70;M;English;correct;radish;3,044522;6;plant
R3;6,49224;74;M;English;correct;donkey;5,541264;6;animal
R3;6,400257;79;M;English;correct;lettuce;4,812184;7;plant
R3;6,393591;80;M;English;correct;avocado;3,433987;7;plant
R3;6,472346;81;M;English;correct;sheep;6,577861;5;animal
R3;6,150603;82;M;English;correct;tomato;5,545177;6;plant
R3;6,626718;83;M;English;correct;asparagus;3,663562;9;plant
R3;6,2186;84;M;English;correct;leek;3,332205;4;plant
R3;6,472346;86;M;English;correct;owl;4,859812;3;animal
R3;6,347389;87;M;English;correct;apricot;3,828641;7;plant
R3;6,480045;90;M;English;correct;frog;5,129899;4;animal
R3;6,347389;93;M;English;correct;bee;5,700444;3;animal
R3;6,884487;97;M;English;correct;crocodile;4,615121;9;animal
R3;6,481577;99;M;English;correct;carrot;4,976734;6;plant
R3;6,335054;100;M;English;correct;cherry;4,997212;6;plant
R3;6,202536;101;M;English;correct;mouse;5,805135;5;animal
R3;6,375025;106;M;English;correct;cat;7,086738;3;animal
R3;6,381816;107;M;English;correct;beaver;3,951244;6;animal
R3;6,175867;108;M;English;correct;bat;5,918894;3;animal
R3;6,543912;111;M;English;correct;melon;4,127134;5;plant
R3;6,180017;113;M;English;correct;kiwi;3,044522;4;plant
R3;6,569481;115;M;English;correct;moose;2,70805;5;animal
R3;6,331502;117;M;English;correct;apple;6,304449;5;plant
R3;6,059123;119;M;English;correct;orange;6,378426;6;plant
R3;6,150603;120;M;English;correct;monkey;5,783825;6;animal
R3;6,356108;121;M;English;incorrect;stork;3,044522;5;animal
R3;6,584791;124;M;English;correct;wasp;4,682131;4;animal
R3;6,57368;128;M;English;correct;goose;5,267858;5;animal
R3;6,274762;133;M;English;correct;pear;4,727388;4;plant
R3;6,375025;134;M;English;correct;elephant;6,063785;8;animal
R3;6,583409;136;M;English;correct;potato;6,461468;6;plant
R3;6,498282;137;M;English;correct;gherkin;2,079442;7;plant
R3;6,461468;138;M;English;correct;snake;6,120297;5;animal
R3;6,376727;139;M;English;correct;pineapple;3,988984;9;plant
R3;6,46925;143;M;English;correct;swan;4,962845;4;animal
R3;6,263398;145;M;English;correct;chicken;6,59987;7;animal
R3;6,163315;146;M;English;correct;pig;6,660575;3;animal
R3;6,184149;148;M;English;correct;horse;7,77191;5;animal
R3;6,40688;149;M;English;correct;gull;4,418841;4;animal
R3;6,175867;150;M;English;correct;banana;5,023881;6;plant
R3;6,226537;152;M;English;correct;eggplant;1,791759;8;plant
R3;6,276643;153;M;English;correct;woodpecker;2,890372;10;animal
R3;6,464588;155;M;English;correct;broccoli;2,833213;8;plant
R3;6,139885;157;M;English;correct;shark;5,880533;5;animal
R3;6,196444;162;M;English;correct;grape;5,192957;5;plant
R3;6,660575;168;M;English;correct;cucumber;4,454347;8;plant
R3;6,447306;169;M;English;correct;paprika;2,484907;7;plant
R3;6,393591;171;M;English;correct;magpie;2,995732;6;animal
R3;6,388561;175;M;English;correct;beetroot;3,555348;8;plant
R3;6,165418;179;M;English;incorrect;dolphin;4,007333;7;animal
R3;6,481577;180;M;English;correct;walnut;4,49981;6;plant
R3;6,253829;181;M;English;correct;strawberry;4,75359;10;plant
R3;6,267201;182;M;English;correct;fox;5,652489;3;animal
R3;6,34388;184;M;English;correct;squirrel;4,70953;8;animal
R3;6,167516;185;M;English;correct;ant;5,347108;3;animal
S;6,118097;24;F;English;correct;bee;5,700444;3;animal
S;6,161207;25;F;English;correct;apple;6,304449;5;plant
S;6,25575;26;F;English;correct;moose;2,70805;5;animal
S;6,230481;29;F;English;correct;beaver;3,951244;6;animal
S;6,234411;31;F;English;correct;eggplant;1,791759;8;plant
S;6,285998;32;F;English;correct;tortoise;4,624973;8;animal
S;6,23637;34;F;English;correct;blackberry;4,060443;10;plant
S;6,142037;36;F;English;correct;strawberry;4,75359;10;plant
S;6,224558;43;F;English;correct;spider;4,844187;6;animal
S;6,329721;44;F;English;correct;tomato;5,545177;6;plant
S;6,663133;45;F;English;correct;mouse;5,805135;5;animal
S;6,357842;48;F;English;correct;mole;4,60517;4;animal
S;6,605298;53;F;English;correct;squirrel;4,70953;8;animal
S;6,418365;56;F;English;correct;sheep;6,577861;5;animal
S;6,921658;57;F;English;correct;magpie;2,995732;6;animal
S;6,973543;58;F;English;correct;vulture;4,248495;7;animal
S;6,190315;59;F;English;correct;carrot;4,976734;6;plant
S;6,265301;60;F;English;correct;leek;3,332205;4;plant
S;6,452049;61;F;English;correct;blueberry;2,484907;9;plant
S;6,282267;62;F;English;correct;broccoli;2,833213;8;plant
S;6,869014;63;F;English;correct;asparagus;3,663562;9;plant
S;6,291569;64;F;English;correct;monkey;5,783825;6;animal
S;6,926577;66;F;English;correct;squid;3,970292;5;animal
S;6,508769;68;F;English;correct;eagle;5,117994;5;animal
S;6,543912;71;F;English;correct;clove;3,663562;5;plant
S;6,383507;74;F;English;correct;apricot;3,828641;7;plant
S;7,142037;77;F;English;correct;crocodile;4,615121;9;animal
S;6,638568;78;F;English;correct;paprika;2,484907;7;plant
S;6,324359;81;F;English;correct;peanut;4,59512;6;plant
S;6,43615;86;F;English;correct;horse;7,77191;5;animal
S;6,385194;87;F;English;correct;banana;5,023881;6;plant
S;6,472346;88;F;English;correct;pineapple;3,988984;9;plant
S;6,347389;92;F;English;correct;kiwi;3,044522;4;plant
S;6,621406;94;F;English;correct;butterfly;5,214936;9;animal
S;6,238325;95;F;English;correct;orange;6,378426;6;plant
S;6,261492;96;F;English;correct;olive;5,587249;5;plant
S;6,309918;97;F;English;correct;cucumber;4,454347;8;plant
S;6,315358;99;F;English;correct;bat;5,918894;3;animal
S;6,398595;101;F;English;correct;dog;7,667626;3;animal
S;6,665684;108;F;English;correct;mushroom;5,537334;8;plant
S;6,423247;109;F;English;correct;mustard;4,442651;7;plant
S;6,458338;117;F;English;correct;shark;5,880533;5;animal
S;6,535241;118;F;English;correct;dolphin;4,007333;7;animal
S;6,315358;119;F;English;correct;fox;5,652489;3;animal
S;6,308098;123;F;English;correct;goose;5,267858;5;animal
S;6,190315;126;F;English;correct;ant;5,347108;3;animal
S;6,388561;127;F;English;correct;stork;3,044522;5;animal
S;6,347389;130;F;English;correct;wasp;4,682131;4;animal
S;6,240276;133;F;English;correct;cherry;4,997212;6;plant
S;6,228511;135;F;English;correct;lettuce;4,812184;7;plant
S;6,169611;136;F;English;correct;snake;6,120297;5;animal
S;6,318968;137;F;English;correct;radish;3,044522;6;plant
S;6,142037;139;F;English;correct;camel;6,109248;5;animal
S;6,661855;141;F;English;correct;avocado;3,433987;7;plant
S;6,375025;143;F;English;correct;whale;5,298317;5;animal
S;6,109248;144;F;English;correct;lion;6,098074;4;animal
S;6,359574;152;F;English;correct;owl;4,859812;3;animal
S;6,388561;153;F;English;correct;pig;6,660575;3;animal
S;6,192362;155;F;English;correct;woodpecker;2,890372;10;animal
S;6,198479;158;F;English;incorrect;reindeer;4,043051;8;animal
S;6,378426;159;F;English;correct;lemon;5,631212;5;plant
S;6,280396;160;F;English;correct;donkey;5,541264;6;animal
S;6,148468;162;F;English;correct;swan;4,962845;4;animal
S;6,416732;163;F;English;correct;walnut;4,49981;6;plant
S;6,356108;164;F;English;correct;goat;6,228511;4;animal
S;6,291569;165;F;English;correct;almond;4,204693;6;plant
S;6,356108;166;F;English;correct;pear;4,727388;4;plant
S;6,089045;167;F;English;correct;frog;5,129899;4;animal
S;6,188264;169;F;English;correct;beetroot;3,555348;8;plant
S;6,135565;170;F;English;correct;elephant;6,063785;8;animal
S;6,025866;172;F;English;correct;chicken;6,59987;7;animal
S;6,582025;174;F;English;correct;bunny;3,332205;5;animal
S;6,120297;176;F;English;correct;potato;6,461468;6;plant
S;6,400257;177;F;English;correct;gull;4,418841;4;animal
S;6,2186;179;F;English;correct;grape;5,192957;5;plant
S;6,429719;181;F;English;correct;hedgehog;3,637586;8;animal
S;6,318968;182;F;English;correct;cat;7,086738;3;animal
S;6,612041;183;F;English;correct;gherkin;2,079442;7;plant
S;6,391917;184;F;English;correct;melon;4,127134;5;plant
T1;6,204558;24;F;English;correct;chicken;6,59987;7;animal
T1;6,240276;25;F;English;correct;cat;7,086738;3;animal
T1;6,375025;26;F;English;correct;avocado;3,433987;7;plant
T1;6,715383;28;F;English;correct;tomato;5,545177;6;plant
T1;6,357842;30;F;English;correct;broccoli;2,833213;8;plant
T1;6,300786;33;F;English;correct;eggplant;1,791759;8;plant
T1;6,326149;34;F;English;correct;almond;4,204693;6;plant
T1;6,413459;35;F;English;correct;eagle;5,117994;5;animal
T1;6,342121;37;F;English;correct;strawberry;4,75359;10;plant
T1;6,177944;38;F;English;correct;kiwi;3,044522;4;plant
T1;6,295266;39;F;English;correct;mouse;5,805135;5;animal
T1;6,74876;43;F;English;incorrect;stork;3,044522;5;animal
T1;6,680855;45;F;English;correct;gherkin;2,079442;7;plant
T1;6,276643;46;F;English;correct;goose;5,267858;5;animal
T1;6,45047;48;F;English;correct;blackberry;4,060443;10;plant
T1;6,593045;51;F;English;correct;woodpecker;2,890372;10;animal
T1;6,188264;52;F;English;correct;lion;6,098074;4;animal
T1;6,39693;55;F;English;correct;spider;4,844187;6;animal
T1;6,507278;56;F;English;correct;hedgehog;3,637586;8;animal
T1;6,340359;57;F;English;correct;olive;5,587249;5;plant
T1;6,381816;59;F;English;correct;dolphin;4,007333;7;animal
T1;6,452049;60;F;English;correct;butterfly;5,214936;9;animal
T1;6,249975;61;F;English;correct;monkey;5,783825;6;animal
T1;6,306275;62;F;English;correct;goat;6,228511;4;animal
T1;6,745236;66;F;English;correct;clove;3,663562;5;plant
T1;6,452049;67;F;English;correct;mustard;4,442651;7;plant
T1;6,278521;68;F;English;correct;magpie;2,995732;6;animal
T1;6,113682;69;F;English;correct;blueberry;2,484907;9;plant
T1;6,326149;70;F;English;correct;whale;5,298317;5;animal
T1;7,125283;72;F;English;correct;reindeer;4,043051;8;animal
T1;6,261492;73;F;English;correct;lemon;5,631212;5;plant
T1;6,424869;77;F;English;correct;melon;4,127134;5;plant
T1;6,487684;78;F;English;correct;apricot;3,828641;7;plant
T1;6,472346;79;F;English;correct;orange;6,378426;6;plant
T1;6,393591;82;F;English;correct;owl;4,859812;3;animal
T1;6,70196;84;F;English;correct;bee;5,700444;3;animal
T1;6,40688;86;F;English;correct;bunny;3,332205;5;animal
T1;6,253829;87;F;English;correct;horse;7,77191;5;animal
T1;6,562444;88;F;English;correct;leek;3,332205;4;plant
T1;6,003887;89;F;English;correct;potato;6,461468;6;plant
T1;6,196444;90;F;English;correct;carrot;4,976734;6;plant
T1;6,381816;92;F;English;correct;frog;5,129899;4;animal
T1;6,338594;93;F;English;correct;walnut;4,49981;6;plant
T1;6,291569;96;F;English;correct;squid;3,970292;5;animal
T1;6,329721;103;F;English;correct;apple;6,304449;5;plant
T1;6,361302;105;F;English;correct;pineapple;3,988984;9;plant
T1;6,212606;107;F;English;correct;dog;7,667626;3;animal
T1;6,369901;108;F;English;correct;fox;5,652489;3;animal
T1;6,424869;109;F;English;correct;tortoise;4,624973;8;animal
T1;6,597146;118;F;English;correct;gull;4,418841;4;animal
T1;6,192362;119;F;English;correct;sheep;6,577861;5;animal
T1;6,45047;122;F;English;correct;wasp;4,682131;4;animal
T1;6,324359;125;F;English;correct;donkey;5,541264;6;animal
T1;6,424869;129;F;English;correct;asparagus;3,663562;9;plant
T1;6,317165;131;F;English;correct;beetroot;3,555348;8;plant
T1;6,084499;132;F;English;incorrect;bat;5,918894;3;animal
T1;6,326149;134;F;English;correct;ant;5,347108;3;animal
